source_index,text_sha256,clean_label,clean_class,noisy_label,noisy_class,injected_label_error
16212,51bbe9c97db3adddb54ab6826fc681d516d8262e8aff516f7f9fb810f8a20bd2,3,Sci/Tech,0,World,True
16244,de2a1eb4c9ab89ec34732b27fab43cd166f07a9bdd72a7d0a8193903e3a27faf,1,Sports,1,Sports,False
16261,6cfc8f9d974206e344f8b617b277493284a76c688ccf7e439f075d6133807ed1,2,Business,2,Business,False
16266,7e4a2ad73bb5ebaf70d4e650615091abb227032b4b5e77992b2e60bb0d50d7f7,0,World,0,World,False
16269,8c41be5260cf0a37a1cd3c8717aafa3205698610402bd1b5b1744085eeae9f9f,0,World,0,World,False
16290,f3813306cbda169b70b34e6c3405e2e9053b7c15fa447d2d1de9e093090b11ed,3,Sci/Tech,3,Sci/Tech,False
16326,89287d7595a7388ad65105533e28982dfbf42bf66b2bb916817c8754b000eb26,3,Sci/Tech,3,Sci/Tech,False
16329,a920bacc98cdb5f3d60f0c269624cfa4a73103ad1c81ed8bba3ae52bb6f48866,3,Sci/Tech,3,Sci/Tech,False
16331,293458822bcf503258707f2824e5543b09d11e430e799f98b613f5d832f59199,3,Sci/Tech,3,Sci/Tech,False
16346,66ecec97fdda36b1cf6f18c25df8bc9263c05e3c3183c9d396651838a15d95ab,3,Sci/Tech,3,Sci/Tech,False
16353,70650266683b17f2cc9f8607f7951a47005b042dc2419cfe0cf1ff4197d2835e,0,World,0,World,False
16357,a57d5b0eb7589e26c764641accf2a86bf60d12fca7c6ed08c835ab3b58f071fe,0,World,1,Sports,True
16400,b3144d020ded86de7a10c5977dec0720707892c8ab703ca45aa64d2688161cab,3,Sci/Tech,3,Sci/Tech,False
16450,dd6ef3ec14933d9232a19e805e235d3e9bac1e7fad0f9a6d2521379d6d760681,3,Sci/Tech,0,World,True
16464,9424e4f79af41cb63d9d7f62db75bcc448c4024cda5bb579c99060b4fe6197ec,0,World,1,Sports,True
16473,079cd6764a61863a3123f4ffb00cc7d464f1b831914c5ae0ab5ba8c26685337c,1,Sports,1,Sports,False
16484,d074d5f015099e3c927a897413b77e4431f227900e07d35c37e250445926874d,0,World,1,Sports,True
16485,3ad3ef7dcd0d18898aa8b160903225b22f63cd23c3bb4aaad5394761d4f77a1d,2,Business,2,Business,False
16500,af0d9605252af7cf55be876db5122d2d79bbc73cf0345e6ca62fccfa73439763,0,World,0,World,False
16515,675c4b49e23712a6b8e02a8b7206aca78fa128d354212b70bab15d8e6efe8a4e,3,Sci/Tech,3,Sci/Tech,False
16518,9d48560bea779a5ca8a6605c6dd16ee32d06ea728b7e745a23b7fc79170ae433,3,Sci/Tech,3,Sci/Tech,False
16519,d014f1dac3b076a276bd9ed2b7463739a6a04bbda095c19f7d1a3fdeda5117a9,1,Sports,1,Sports,False
16526,238fafd1326143b6a3ce0f4349aa08a02f47def26ce1caf3073b2b06bb8c4c87,2,Business,3,Sci/Tech,True
16537,07935272b8cc943237de42bca860a759eabc93835bdbff4ee6713e068c5f6c04,3,Sci/Tech,3,Sci/Tech,False
16555,786cc5a5b97fc486314e3127bf57a43e137bba7f5de73c2bf3ad35d648465350,3,Sci/Tech,3,Sci/Tech,False
16569,a96ab1bc46fc9ff6c83df57a266694b1d701549f1e37759631166f7519edd281,3,Sci/Tech,3,Sci/Tech,False
16589,bdd6d3d2c6c69aabed41e746365da224381f2b154267e7994fbffe2de56400f4,3,Sci/Tech,3,Sci/Tech,False
16622,551fce24df2a0029c9effe2e68744c2edf94565f83b803e4a990105bb3feded3,3,Sci/Tech,0,World,True
16633,ad75d7bc97b7bc88b8fbfeae87f4664baade3ce193fab6ee253ba9c7b4cd7927,1,Sports,1,Sports,False
16645,147d2b4d04ed48ead81d83b6d77c22fe237e265d0d9b0e210f91a13f303a298f,3,Sci/Tech,3,Sci/Tech,False
16646,baf1d363a6a6a93d9d682d7e173208ba8e5986457543ce51699f7042a070568a,2,Business,2,Business,False
16657,77a124ea2a0baafa27a9b813b1b5126b0956c79c62f9aefd50a8d6e5f6fa576e,3,Sci/Tech,0,World,True
16658,07ce230c71d755ac7ca925ee6b69e96f7852289dec7196d7e5275ed82d2ea9f0,3,Sci/Tech,3,Sci/Tech,False
16659,f39b2b6ad507ae69f293e475fe118787380e24252570b8a144c2e5265877736d,3,Sci/Tech,0,World,True
16665,13b31570167821e9c376da4b44369c2e66e287e0ff2c25511eee7fcf46c14e4a,3,Sci/Tech,3,Sci/Tech,False
16669,35a9339fdb2d97052fc509956b33ddc17778a2d0076583d1e4d77a189d0f4328,1,Sports,1,Sports,False
16674,e191fa4b90ee4fe95b54eeadca3274493e0c9dbb96996bdc5c60920847673494,3,Sci/Tech,3,Sci/Tech,False
16690,35482db0c1b6230932fe2be9ce6135024a6e33a35df3308ed2e0f4ca445ebbbb,3,Sci/Tech,3,Sci/Tech,False
16700,78e6260e88df8f1b7e6244323485a77874ac66d6fd341539c3d2937dd027f744,1,Sports,1,Sports,False
16708,0c4fff819d521e16cd7f9663f3cf4c627bdadf08c8ba39aa57a103b5f64aacd9,1,Sports,1,Sports,False
16710,2263e4f26a548b38b552b40d02e2704ed3a0dfd8682bea81525b33ebbabdbf9e,1,Sports,1,Sports,False
16717,7b7d6584f2f5879df9a9c1141f9cd27b3e3175c69dfc7ec9a3da16330cbceac9,3,Sci/Tech,0,World,True
16728,0b9947ababd7860269e27416b5943482b05b8b5669addb386282d370d2f7db0d,3,Sci/Tech,3,Sci/Tech,False
16755,037b4e49c6726ea4bf5fef79ab4c530a8e8cba5baca82ada4f96ef11a95effaa,1,Sports,1,Sports,False
16766,c6d9e39a6fb0e6b63c1375f0b9abcdb77a0d7eba2deabd8508b7e613624c2c98,0,World,0,World,False
16771,e6e462e97839720bbedb89050522eec3047cb843b9d8b4d022800258b7947df0,1,Sports,1,Sports,False
16795,3332b39834b8c74433c7ded98fd225a09ef72be2c5bf5aa4ceca225879d92550,0,World,0,World,False
16796,6fa09ff97a0b913e42eb59e7e4ae72b172a489c4780dedd0d4ee505f569dc4f7,2,Business,2,Business,False
16805,711ed2a40b33b75718eb3762256c40db174f55e069c2ace600db47ef6b815a2d,0,World,0,World,False
16817,bf2f5eb8983f76e057e293a54f629e4c76daadecc9b85b4fcd8794ff2d471946,1,Sports,1,Sports,False
16825,c00a8b1968e6ee9bf85f22bf7cd2c485a74084c20561c4dc1754215866e5d13a,1,Sports,1,Sports,False
16837,5f093e8402f1aab09dcb1c31f695cc80f34d4a12f4c74a36f6ba6c1cfc10ce65,1,Sports,2,Business,True
16841,cfc0208b3ed57cdedf4de935844ddd5889e50b7e58cde81bf5890671c47d8f4b,1,Sports,2,Business,True
16851,fcc87071295bfaf80a7288cd390491287ffbdfe8a0f03f43c22ac707f837e73f,2,Business,2,Business,False
16875,e87ffe2f2bed07b3d096df9cf5ac91b5a11d6f130e0074d735b9c4a47ae90f76,2,Business,2,Business,False
16888,2bb6b15bb340e29ecf0f1471945ccf6949d9563aeae0ae73b765a8cc5abab683,3,Sci/Tech,0,World,True
16917,0f6473a98806fb20620cd8814f06ecbe3f107dcf57f42a6c605b86f190e2061e,3,Sci/Tech,0,World,True
16936,71d2dc0fcd7a0dea14c0adb9fdd01475198cb244ca06b3e6572219ae936c7c59,3,Sci/Tech,3,Sci/Tech,False
16946,b2c831d404788e4e5b03e3853752529348cc2ebed813cb5cd1dfbd41fe157913,0,World,1,Sports,True
16977,351b729d72a3fd401d9617ef422ec6404064705cd8009b34517bc82164f85219,0,World,0,World,False
16983,80f9c4e67b47e874eea0b3c3f856851501fd1ae5ca09f862434168ad1cf53f99,0,World,0,World,False
16994,eb8b97685245e8b49b2ac3e49a61a2ac1172f86ca4625a77f8bbc473fac3ef38,0,World,0,World,False
17013,36e3f5e1eab814ba141709903a8f820f3e813d882e4ddd7af54905ec17046927,3,Sci/Tech,0,World,True
17016,646137ed4e0507670066eadf666fb9f065aa3bab34f6a78a9f90beeff171e39d,1,Sports,2,Business,True
17037,8d0e2cfc3eea8ebb77f4b0f5f07928628222b7930ad4935d0673ec234999a972,3,Sci/Tech,3,Sci/Tech,False
17039,503842e9f4081e0b45f5371de6e858dd215df5d361ac15c2e3c36c9c755b4551,1,Sports,1,Sports,False
17041,4dff7b35c9e03ded9b573d75815efe42e664ac176ff54e387d2e9ea01ce6e581,1,Sports,1,Sports,False
17060,91874d4b0d06b75624b83317267bb92ad5750599e1a123bb2522a9bfffbfab98,1,Sports,1,Sports,False
17072,4295786df14bd0c9ac334f6a36d4ec870c6cb32e1f06b9e85aaa251a665f29aa,0,World,0,World,False
17079,1cdd62eddf50a99186cc90c71c96ac42f19da24d003da94e1fc3263600c80716,3,Sci/Tech,0,World,True
17086,82a8e527f750551cbff645ccc0111c0035821010ae958a75e7183dd6659207ca,3,Sci/Tech,3,Sci/Tech,False
17092,c9eb0b0ce8cc14686f986f8ba048895d5f37a1b8ab274513582fb225bf0de17d,3,Sci/Tech,3,Sci/Tech,False
17095,0e94fe9a0e2b549ba7c736046c6e6524ec7ca92930fb744ab5148dabdce79505,1,Sports,1,Sports,False
17107,2f369e56177cafd41eaff99336719264f725d46fec65a2b50c06476959afe38b,0,World,0,World,False
17114,c3077ffa94286df866312aa71c19e4a39a52fcc44d451cb8dc4f73c136d8d957,0,World,1,Sports,True
17125,1c821ef7286ba9bb4810dc9d3c6c40864ebc9d9c0e8a982e80396ddc02b9c738,2,Business,2,Business,False
17139,e15afe52951443924a67806e0cedcf12070e2ac13e8a1e164f88a8ce8ca2adc0,0,World,0,World,False
17140,85383096b89151c32cf6ae99ba5dd24e244288e1a94057fb65e4ce18342aca2a,3,Sci/Tech,3,Sci/Tech,False
17142,71f5d6f96d67cc2b8c7f65db61153ef0e337d90970d1fb6f193294f406a11adc,2,Business,3,Sci/Tech,True
17153,0da6bed2037752d3ca0e847ad7204983157ff2e261708a0390296defd117f0df,0,World,0,World,False
17154,dc06b570b141de4f6f80af9a53fab1ca0bd3b774f309c20647f1a1c36c454e22,3,Sci/Tech,0,World,True
17156,4a56763d90c418ff0700e810d5dc845ec569db2965b98e94c9e6d7b3235063d3,0,World,0,World,False
17169,3f20dbf203189018e55411033e65ae820917811e6e3a6b80fe608a2a09ef8edd,3,Sci/Tech,3,Sci/Tech,False
17176,55c8122b47e82864b2a5b4ac22740ed86aecfdab06eb76f602d3de85de1ab607,2,Business,2,Business,False
17180,410cdd53375cf2f8b1493b156f9cccf23ed4b9498799b59039df40a0395a3628,2,Business,3,Sci/Tech,True
17181,3bfd2aa85d8e68fc364175c4800024a5b88ca5dedaa8af90bad26d1f3f64d392,0,World,1,Sports,True
17183,ebc01a51e944db8bb9961d4ebcfae93487e2283081527e167dad00fb1327eb78,2,Business,2,Business,False
17197,16c2c474c3dbc06d604d3e9ffd398763b114201c6db6c6193270490cedb5da8b,3,Sci/Tech,0,World,True
17198,853c111fc29a8eb5958ce61765337154c52db4393f0836cb8aa485583813e180,3,Sci/Tech,3,Sci/Tech,False
17208,63728670533f8c4a97b0cfd211a0e882ae896a8d0013b4ab8ff00eb22ccd89cd,3,Sci/Tech,3,Sci/Tech,False
17225,eab202bd72f2815d1929928020b52e93213edeba795825f5778be692b545b478,0,World,0,World,False
17279,b8394b072a0a0af9a833414f1c544683d2c073f6a4ab1551c93c63220f5207d8,3,Sci/Tech,0,World,True
17301,2f06f8f25233151ec5a9e4773050e708614bd82a022b60b19a86f5fb2071c0a1,2,Business,2,Business,False
17304,8fa3aa6931fad1db32c2d108679ddbb24472cfc02290dbadc0a0115694d350b5,3,Sci/Tech,3,Sci/Tech,False
17307,a75d01b486919a84d708323465c8141c855a434f1076aca6973b4382a7cbe327,1,Sports,1,Sports,False
17332,6d8798d628e649be9ea416a9ee4b4cdd22c5a412075972cf82968f5e078905db,3,Sci/Tech,3,Sci/Tech,False
17347,8f4df710413148215eb23c0317e375c759925e4884b1e90bb8ce4b685b4f70dd,1,Sports,2,Business,True
17353,c3f1a11334aacaf771a0f387f4bfaf5178c59a4ba47ab9af3b2b88cd742f5eb3,0,World,1,Sports,True
17376,9549896264c176ec580d1d163cee18bbaa71624d23703ec12880d8be03d67ddc,3,Sci/Tech,3,Sci/Tech,False
17382,990aecf6a7824fbfcd03982bb5be8422998aa992a995937f663c6da4c6e214dd,0,World,1,Sports,True
17400,5053b63753d3e2a06bfd0f638d7c01d32869df1a14316749dfbd99e3a97bbf87,2,Business,2,Business,False
17402,4660d7025c6c4b0a0004df8ca6edac14d9db0c401919e95cf4dd5f2feb662790,2,Business,2,Business,False
17414,2124bb3f65316939c252117b03b4f577298e3cd46a20f8d46bfef9ca8a7d6b8d,2,Business,2,Business,False
17439,a643c67d20700271e65bc4ee1ca30b656d31da3d7fd3124d9f8a8929cf34019a,2,Business,2,Business,False
17440,156d1853a24fa07a04c7a96c3c1669285e938c1cdf3abd790d0e72640aac5b3f,0,World,0,World,False
17444,a3f0f6ba8c8ff91afd2313795d28a5d96d821de67e9af1a5ae84ed730f6af54e,1,Sports,1,Sports,False
17449,fe97804c7d30997a46e4bf2654befefc7f46b1afe114476d6a7002a87165a507,2,Business,2,Business,False
17454,40faf61d25adf749642cd7739bbd68d88e5c4963619b860507795deff3046a13,2,Business,3,Sci/Tech,True
17464,a72f05d7eff5c2f91af9b5a657bdaccc40a6d0ab31b55839c89dcf2a18834675,0,World,1,Sports,True
17471,fb2a5fe91fd57df6061adeda8bbf3389541c265660f10cbd32f4453703a9a57a,2,Business,2,Business,False
17475,2e9448f40e09b47bbe0129003e6a7bec002026c754d770c79fdf0403fd26e99d,1,Sports,1,Sports,False
17478,dd106251049023e57b22f1e3f97241d797ffacf0f593ece19752ce46941e7dbb,1,Sports,1,Sports,False
17485,92c1c23246eba6ffc7b7198bb1f05b7d9f52b19b158784eeb2befb8577e19e88,0,World,0,World,False
17503,9344b72df15e38717d69d91729543eea1ca2b187dce170835372e68a9dafa2a7,1,Sports,1,Sports,False
17507,3733f8186d02e80597943deeb22549bc46cdba81a3b28219307fba002d952679,0,World,1,Sports,True
17537,9eea23a54fd94b73b8d2486e0aad665bd5c54508309e5f495547a1d85edfafb5,3,Sci/Tech,3,Sci/Tech,False
17539,91c0ce1b4845ec9795f2e8d8fa40e3f3802a233ae6772498c6007a3433552f17,3,Sci/Tech,3,Sci/Tech,False
17545,334bb7d0840b84c75d3f7d23d938e50f1201b1929ccc11d323cc295ee27464c8,3,Sci/Tech,3,Sci/Tech,False
17546,2a9e8508b07e0d7e8ca9164d878ba3456874b9cd45a924ab9657fe65335b6e50,3,Sci/Tech,3,Sci/Tech,False
17556,9605a76d4d0ed900654d3287726cbaa08110e3c359a64566a03fc4e1176c7c8c,3,Sci/Tech,0,World,True
17557,0f105dd3c51b0596d6f4fb5c2ebafe5bbbdcafdfefbb2a905ef40be63272fc2a,3,Sci/Tech,3,Sci/Tech,False
17561,4a6c0b02f73f634b22ab35a6ced1d868e9b2854d4466a4659188234a41675410,0,World,1,Sports,True
17574,2d3c0682a6efa3e82437e8108a229eb307f0115ce378c5afb164694e4bbc5818,0,World,0,World,False
17594,e8663caf9396375b672ec205e5bdfe49a80282b6f9e0b50fe977d0f2e1f8d795,3,Sci/Tech,3,Sci/Tech,False
17619,3126516bd97d5a81701cd1f801a9dea18ef0246606ac382c6e1322d24b9fa337,2,Business,2,Business,False
17632,b11cd5eae43ecece005abe4d517e70f3f4f08084fa86b6d17eca1e39a25d246f,2,Business,3,Sci/Tech,True
17642,d597b1e770def9a7d2892ae54f48ce7bc67e363a68bc1e518ce8b72b634bfec4,2,Business,3,Sci/Tech,True
17679,9b368fec36b09a754ed42572e6ea74e0b0b5b733dafa25ad04dbb687a51d8cdc,0,World,0,World,False
17697,fa957a60e8476ba2fd755df3bd9b5d53eed2b2f0e0ac8c126217bec146beb441,3,Sci/Tech,3,Sci/Tech,False
17740,4e5f92ff4a5aadb6e2b60e8c3d80b9954cd9db1ea0b35db65fbe3c289b94f05c,2,Business,2,Business,False
17742,02fef4f4fec8714405b6e4e73306b1f167dcc70daef90bc4cac062b6468c0706,2,Business,2,Business,False
17744,1f4954f867c2b20e3cedcbe6352dd6045ad64d3c5406bc86a3affdef54066fc7,2,Business,2,Business,False
17783,fa64b9d455e6d4a7e20babb8d167e9e8be43115df1ea05bacdaaba7dfeb03875,0,World,0,World,False
17785,2456cb8c2abbbd544cccb3e6adb02f1fc66b7879e411b7c8752d0f70ea99f1fe,3,Sci/Tech,0,World,True
17801,c8c66c0b25e06245e9ebbed79002b36f34e9a43108e87e821e911dd43a1481c7,0,World,0,World,False
17821,ec35dc807f0345a981502757cfcae6e0797859c34c36fce8e1c01c9d66f3e165,3,Sci/Tech,0,World,True
17829,a61d7770b3556a3bcf506fe9c64b8b58ca2a9bedf9e136a95edc5deaf7eb0f78,3,Sci/Tech,3,Sci/Tech,False
17836,eefeceafa81ac635a2bdc85e471da9bb2a381ead4c3149c40a94a867cfc7cd03,2,Business,2,Business,False
17846,5f29721cdddee6b8e97aae4af22f0dc4fcf6c1c8514e69d5512cb141897011cd,1,Sports,2,Business,True
17851,6ce24b8d96d5e7d434667090aa3d855064dac7412a12ac42886f985b65842647,3,Sci/Tech,3,Sci/Tech,False
17854,6405282b0aa135143f8971db8a32261a1a227b48f16441388e64a3177a799fdc,3,Sci/Tech,3,Sci/Tech,False
17866,9d03d53d9d81fd1b0bc79b09a57c77a0873658a94337265bb3f661293eb9b464,0,World,0,World,False
17877,b83b03004898db29698d3dbd42de152da3d43e110c5227f3c94da767f2028ee7,2,Business,2,Business,False
17889,9d56ab8570c9a6fb3b8b3e2fc62bc056eb48cd81ab51a8225a5d2ee9573fea83,0,World,0,World,False
17907,1306c8d9d62ceb687c60a890000e14dbcbdb8595fefa6a873f53b9005a30e23c,3,Sci/Tech,3,Sci/Tech,False
17913,7aa37e4e537aab06eb64dc700de9d25655f7bacbe9453c8de6a63aae9b2cc103,3,Sci/Tech,3,Sci/Tech,False
17921,12fa7e9d3319f0ffda32763af9bec0719cf5be541fa5511ed70cf388c8fd247c,3,Sci/Tech,3,Sci/Tech,False
17949,bc509afe4ef1c07003d9aa13bc164d2db5d9a6d0796f02ef4a7bfda57c26b009,1,Sports,1,Sports,False
17955,dfaec4b2964c69c88624b56c44a6e28cee01e0f4c235a179a7903dfbe3dd8f1f,0,World,0,World,False
17956,38c5c6f86256adfab13ba8dc5aa47c01e5c370952613df742fb02491bcfc0834,0,World,0,World,False
17971,f160ca8e537bd948cae0b43ae5bb498cf9c9080831ff57b99f7d2931d8830074,3,Sci/Tech,3,Sci/Tech,False
17982,9fc41586ab2f0e1473ee5a7a990c44335ea5c94d3ed7b3e4066b939f41eaf8ab,0,World,0,World,False
18003,a3acc18c96e6a4f37e9982d92f49ac05a60e8acb644971e36cca05a16908dcdd,2,Business,3,Sci/Tech,True
18015,5ac7f99d0497443c05ae5b4664a1f37b677985b199c94e870975260ba2e5edd3,0,World,0,World,False
18063,bd13a8af4869f1d26e061d763c7ed7b5b0d9ca4efa9ad7b6c1cb955c9afca721,3,Sci/Tech,3,Sci/Tech,False
18079,7515f0c7dc262c466406d92f01a9232663573cee02095a930dec009991d3b2cb,1,Sports,1,Sports,False
18084,22e1cefa4eb2af74f03e4d540e6f65a4f0eafcd81be1b09239183b5774f0a75a,2,Business,2,Business,False
18116,eb3170d2110d6352f2ec2305185fb85041649f77879ffdf972dc98fc5bb2722a,1,Sports,1,Sports,False
18129,1a1564327af4bbc2f329359883dfdaf72280a4b79854db5ebd1ad1efb251a88d,3,Sci/Tech,3,Sci/Tech,False
18130,eedba2e19edb1a8a7e9bc46071faaa19d844a9de40987bdf03762b21e2b0c759,3,Sci/Tech,3,Sci/Tech,False
18145,e3541010b1f5932dd370e13d235f96de0e17e73c495e60555a2be9a5ccc7867f,1,Sports,1,Sports,False
18154,ee7ca996801bf901133d5cf079ab851a18f27ac8f04011c0e7981295fb4e505a,0,World,0,World,False
18162,39f5dbfa5e66dc9f73d3a6c08a42490b1da67f70e3e3ef373739e70880435e29,2,Business,3,Sci/Tech,True
18172,a029706e0d9509ca21b4b79a86cc0fbeaf07d4ac59da7762275480d78e661407,2,Business,2,Business,False
18176,91ff1ba553a2a8698c2e3b9c826f466571d8ba7764c67e30151fb558b30fd497,1,Sports,1,Sports,False
18196,c4bbfae34ef06946d3902208ef6f84435d871bf502a47f5adfa5d55a58a3c648,1,Sports,1,Sports,False
18244,6a1742878252169082b08b2f16fe1fc5f652b7429f1bfe7f05a0dbab7fbf0035,0,World,0,World,False
18251,3d078402d41e98686eb741dd4352347ec49e8f370f9f9688d2093be1dbed7ae1,0,World,0,World,False
18314,84f7d50bcefb75be54ee104b36250917a6446e4f4d4db977450c1b893e865cfe,3,Sci/Tech,3,Sci/Tech,False
18337,d7bef8e1b8f81c10ec72a91a58a3954dee441b6f095433f2ea6f5887d599b2f8,1,Sports,1,Sports,False
18347,d55466a1ccaa2c51b5d4f121565621cab1f5280fae2403454f5123261287beeb,0,World,0,World,False
18352,92cb85b225613321ecc61a6184b3f6dda30285ec545c256d6fbd64c6073d57b9,3,Sci/Tech,3,Sci/Tech,False
18362,7da091c4d1317cafd7341e1fceb6474aac751fd912ae1121c44e2ba504e1e34b,0,World,0,World,False
18379,0df8a2bf86015eca023ec5dbf80830b1f5442ed7390b299fc05d926c8769dd6e,1,Sports,1,Sports,False
18399,9d519ae719016307d380fa37c706bc519f92bfe2b5e74c28ed80c98018e585cd,1,Sports,1,Sports,False
18405,461b8fb2a8c52b6b915848671b305948e1f53313d208ca2882d0b6ab9c355936,0,World,1,Sports,True
18465,e8257de667a7cb09761a7dd34dc25d2e8c1c651c7043ce20c12f4ce56dcd91ba,0,World,1,Sports,True
18478,2249c02c0886c9fb4fe012e4a8d814024632dce279783f1beff3ce4d37d8c59d,0,World,0,World,False
18494,c9eadb57d5be1b1a7e46efd7faa5f97d186fdbe97357328ccc0cb8215af69134,0,World,0,World,False
18525,e894b4584abe8d7a94c5a863788e3228429936a942e50636d3dd107ee1a3001e,0,World,0,World,False
18543,e9646da8f53064a6adecda543f9cde685f75ea6de191229cd266915cadf18936,0,World,0,World,False
18560,cafd1c8a7394f1bfd9ea2a8aeeecaf84e763be0c361fe80e5cd947693611d903,1,Sports,1,Sports,False
18625,379c482620808ff63be541db9d67ec7bfa6ef14f064da01004fb2f3cadcda761,1,Sports,1,Sports,False
18645,fe9f4b190f390212fda98772648fc2e61f5a9a6eb3f6e74fe80e95022fe02d45,2,Business,2,Business,False
18651,19abbbe6688082a31f40054328a04452b542f378b1305f2bf8bcd43fd03fbfe2,3,Sci/Tech,3,Sci/Tech,False
18654,f864fc214353c434ebffd8a46a0337b32637b206a9d7386200a48e2e7a13f03d,1,Sports,1,Sports,False
18669,067c93faf59b80d9bcd41aba5064d6e06558e916a44a284eca5286edfb3bbfe3,1,Sports,1,Sports,False
18687,a6278e34bdb1e131189719e0a94cb3aaa72e3af534ad731768a5af921ab6f87d,3,Sci/Tech,3,Sci/Tech,False
18699,658969a3921724e72f092eca07f394a373405f703af5c83f46a0cbcf1c722e19,1,Sports,1,Sports,False
18704,7296a0c4bcbd5bb0fb23e8bd9c52175d5d895f98bbc819fe53988b39f9c94a3b,1,Sports,1,Sports,False
18743,1f7eb47e07e2ce6b84f861ec1e4fb2a5c92f6b7872fda203d7b35eb4d5b80ae1,2,Business,2,Business,False
18762,fe84dd0310e71df3052d33eae9cb04729d5f5b49f0612664e4a8daaa340a6d6e,0,World,0,World,False
18770,48f74ad1a2695dbcf78adfe8ab42513da9295aa98cfa3e1c41cad7e5dd73d6ce,3,Sci/Tech,3,Sci/Tech,False
18798,36fad44b280ad6e16b0a780aec893835bfe220d40013311ee282c6750d316ddb,1,Sports,1,Sports,False
18813,22b71b89591a88d823ebde3c0d284c420e0083fad4235a039e131001af553209,1,Sports,1,Sports,False
18847,2ed36de471820139e9f5dcc3c5c0795e2d83dfb06cdf55349c01da21f39cd8e7,1,Sports,2,Business,True
18867,7848c2a966d2ca3371f949cfc4dd0640e4841dbb69a968304d9a00117c6db41c,1,Sports,1,Sports,False
18868,80a68d73a9dec867defd34683bf6354d1da4847a8836d025b3869989adf0f4df,0,World,1,Sports,True
18877,9bfaf9a8cce2e66f1e5cd13c41e9b7af8efc44169a870bf9a38ba6a37badd6d4,0,World,0,World,False
18906,a595405cab88bc77e958df54b5126947e844d2e96395304a97439e31cb47c3e9,1,Sports,1,Sports,False
18924,dea54cd322e609ef73fe77b5afdb15bb8eb38dff5edb9b5a776a23b82735bade,0,World,1,Sports,True
18930,096200bd3234dae6501f902cca72373841d16023f61842e686111b3dd76acb34,3,Sci/Tech,3,Sci/Tech,False
18942,d0babcf8226afd63ceeaae3ac29a31ebc4b49fc0a5d23e64500ff20ba3b575ca,0,World,1,Sports,True
18949,e594a97484488e39b267c1084ce4ee9bab1a8d0ee400493fad1a7ed541e5de4b,2,Business,2,Business,False
18950,3feacb33d880ff15218a7ff747c9e3de2e9cd96fce42ae8ca0c8e9aa5fbeb2bd,1,Sports,2,Business,True
18973,4e759e00e3918fff31d65b0bd2e2aafaf13f3dcba3be5567c3bc5de3aba433c4,1,Sports,1,Sports,False
18977,4c20e75909fdc02930020c34cf86648b3354a70d0309a2df8e068795dffe4cca,1,Sports,1,Sports,False
18979,d2f19d6ee06f2fe8576cc75e167e5ebdb70de53b9b4b3636efc2188ce50ed3fe,0,World,0,World,False
18985,1d95c9ee6e03b016c7bb2ac7dfb836080f5383cc2ed38f52770f65aa063b6033,2,Business,2,Business,False
18994,224f52910a43b0491e41e0a265019f3ff65fa4f0a9a4fc226128a8217bb69d47,2,Business,2,Business,False
19023,70a4822a216070e9cd8a2ae84f62f7ac7cf08cd77de4bb453b0f5bc67b73c8bb,0,World,0,World,False
19055,64d1bd73fbdb0243eb9329ce106f4f71a32e3f6d2d9df05d9682e31a134ba33a,2,Business,3,Sci/Tech,True
19111,79dc0fbb354fe4c2b725e6e09a25331a58607136b84592f2c559aba31508b573,2,Business,2,Business,False
19117,592f24f4e7f5acfea8e7408371000dc97f12a01671bcbb2170a6779700ffcbcb,1,Sports,1,Sports,False
19129,cbcb48318e52647f196b45e552dfde53bf6afaa00080b706f0253ee738c530e3,0,World,0,World,False
19132,a3dbd66bb4f06c20a39bde5c3a3938a9662107cc9dd899ab0248b18307a2da85,0,World,1,Sports,True
19136,7a31665f948a4e6f77ce4304846ff4f9a5af0dc6ddf74fabe04ea5f835ef4cb2,1,Sports,2,Business,True
19154,0c4715bb5f294309ee84f0660cdb446d03a0b9dd58a63199fa280375b0a4db3f,0,World,0,World,False
19165,f2c32f016baf7b7f07b3aa61cec97ad72fb5d4e522720221f06d823bbf55187a,0,World,0,World,False
19178,00692231d9b3e84b6e181205138ca81621399458ff2c2e4097ab27fff3c54f98,0,World,0,World,False
19179,8970f145bf5d17da4fc4f2983c0c826777e0c782057e913caefcf326f0c4ee82,0,World,1,Sports,True
19183,fc515cae1664fa41eeb9a2040818f5340142332858ad57bd6324646018db4da3,3,Sci/Tech,3,Sci/Tech,False
19184,8883c41c6c137532b57848fd5775e7c06db40c66134c6b7381c9ce5f3fad9198,1,Sports,1,Sports,False
19192,05bf0529216b182bb47107e889993776bb3dc1cc92d3a30a5df27fac12765a4c,2,Business,2,Business,False
19203,6bb78cf33283a6c76cd8e9d5ee86162e9b0ca290ad816aaaae1cceee06e67ca4,0,World,1,Sports,True
19238,534d6f58f34afaf12558c0c81478e1b8ca931df71e51be729bfb965a72d92691,3,Sci/Tech,0,World,True
19254,cce4e8b150d4b035cb5f2f3e23b32377c3db9fd6be162fa5eac9615c42f40b95,0,World,0,World,False
19273,bf7085e2d229a7e64dc551a6479452e9a24ad7245cde42dbb137834c4f3fa5aa,3,Sci/Tech,3,Sci/Tech,False
